province_territory,category_1,category_2,category_3,total_flag,year,value
Nova Scotia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2007,0
Nova Scotia,Agreements,Canada-International,,True,2007,200
Nova Scotia,Agreements,Canada - Provincial/Territorial,,False,2007,0
Nova Scotia,Agreements,Other Agreements,,False,2007,40
Nova Scotia,Agreements,Provincial/Territorial - International,,False,2007,0
Nova Scotia,Agreements,,,True,2007,235
Nova Scotia,Canadian Interests,Significant benefit,,False,2007,80
Nova Scotia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2007,110
Nova Scotia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2007,15
Nova Scotia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2007,40
Nova Scotia,Canadian Interests,Reciprocal Employment,,True,2007,165
Nova Scotia,Canadian Interests,"Research, educational or training programs",,False,2007,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2007,210
Nova Scotia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2007,80
Nova Scotia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2007,295
Nova Scotia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2007,120
Nova Scotia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2007,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2007,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,,True,2007,700
Nova Scotia,Canadian Interests,Charitable or religious work,,False,2007,60
Nova Scotia,Canadian Interests,,,True,2007,1005
Nova Scotia,Other IMP Participants,,,False,2007,0
Nova Scotia,Vulnerable workers,Vulnerable workers (subcategory),,False,2007,0
Nova Scotia,Vulnerable workers,,,True,2007,0
Nova Scotia,,,,True,2007,1245
New Brunswick,Agreements,Canada-International,Non-Trade,False,2007,0
New Brunswick,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2007,160
New Brunswick,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2007,2
New Brunswick,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2007,2
New Brunswick,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2007,0
New Brunswick,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2007,0
New Brunswick,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2007,0
New Brunswick,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2007,0
New Brunswick,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2007,0
New Brunswick,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2007,0
New Brunswick,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2007,0
New Brunswick,Agreements,Canada-International,,True,2007,165
New Brunswick,Agreements,Canada - Provincial/Territorial,,False,2007,0
New Brunswick,Agreements,Other Agreements,,False,2007,35
New Brunswick,Agreements,Provincial/Territorial - International,,False,2007,0
New Brunswick,Agreements,,,True,2007,200
New Brunswick,Canadian Interests,Significant benefit,,False,2007,95
New Brunswick,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2007,35
New Brunswick,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2007,15
New Brunswick,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2007,5
New Brunswick,Canadian Interests,Reciprocal Employment,,True,2007,55
New Brunswick,Canadian Interests,"Research, educational or training programs",,False,2007,0
New Brunswick,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2007,120
New Brunswick,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2007,50
New Brunswick,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2007,255
New Brunswick,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2007,40
New Brunswick,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2007,0
New Brunswick,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2007,0
New Brunswick,Canadian Interests,Competitiveness and public policy,,True,2007,470
New Brunswick,Canadian Interests,Charitable or religious work,,False,2007,2
New Brunswick,Canadian Interests,,,True,2007,620
New Brunswick,Other IMP Participants,,,False,2007,0
New Brunswick,Vulnerable workers,Vulnerable workers (subcategory),,False,2007,0
New Brunswick,Vulnerable workers,,,True,2007,0
New Brunswick,,,,True,2007,820
Quebec,Agreements,Canada-International,Non-Trade,False,2007,0
Quebec,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2007,1265
Quebec,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2007,65
Quebec,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2007,40
Quebec,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2007,0
Quebec,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2007,0
Quebec,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2007,0
Quebec,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2007,0
Quebec,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2007,0
Quebec,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2007,0
Quebec,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2007,0
Quebec,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2007,0
Quebec,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2007,0
Quebec,Agreements,Canada-International,,True,2007,1370
Quebec,Agreements,Canada - Provincial/Territorial,,False,2007,0
Quebec,Agreements,Other Agreements,,False,2007,410
Quebec,Agreements,Provincial/Territorial - International,,False,2007,0
Quebec,Agreements,,,True,2007,1780
Quebec,Canadian Interests,Significant benefit,,False,2007,2140
Quebec,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2007,4195
Quebec,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2007,155
Quebec,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2007,290
Quebec,Canadian Interests,Reciprocal Employment,,True,2007,4635
Quebec,Canadian Interests,"Research, educational or training programs",,False,2007,0
Quebec,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2007,2105
Quebec,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2007,550
Quebec,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2007,655
Quebec,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2007,1150
Quebec,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2007,0
Quebec,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2007,0
Quebec,Canadian Interests,Competitiveness and public policy,,True,2007,4455
Quebec,Canadian Interests,Charitable or religious work,,False,2007,185
Quebec,Canadian Interests,,,True,2007,11415
Quebec,Other IMP Participants,,,False,2007,2
Quebec,Vulnerable workers,Vulnerable workers (subcategory),,False,2007,0
Quebec,Vulnerable workers,,,True,2007,0
Quebec,,,,True,2007,13195
Ontario,Agreements,Canada-International,Non-Trade,False,2007,2
Ontario,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2007,6330
Ontario,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2007,260
Ontario,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2007,180
Ontario,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2007,0
Ontario,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2007,0
Ontario,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2007,0
Ontario,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2007,0
Ontario,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2007,0
Ontario,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2007,0
Ontario,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2007,0
Ontario,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2007,0
Ontario,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2007,0
Ontario,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2007,0
Ontario,Agreements,Canada-International,,True,2007,6775
Ontario,Agreements,Canada - Provincial/Territorial,,False,2007,0
Ontario,Agreements,Other Agreements,,False,2007,340
Ontario,Agreements,Provincial/Territorial - International,,False,2007,0
Ontario,Agreements,,,True,2007,7115
Ontario,Canadian Interests,Significant benefit,,False,2007,5150
Ontario,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2007,5280
Ontario,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2007,390
Ontario,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2007,845
Ontario,Canadian Interests,Reciprocal Employment,,True,2007,6515
Ontario,Canadian Interests,"Research, educational or training programs",,False,2007,0
Ontario,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2007,5360
Ontario,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2007,1270
Ontario,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2007,3980
Ontario,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2007,1695
Ontario,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2007,0
Ontario,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2007,0
Ontario,Canadian Interests,Competitiveness and public policy,,True,2007,12305
Ontario,Canadian Interests,Charitable or religious work,,False,2007,625
Ontario,Canadian Interests,,,True,2007,24595
Ontario,Other IMP Participants,,,False,2007,5
Ontario,Vulnerable workers,Vulnerable workers (subcategory),,False,2007,0
Ontario,Vulnerable workers,,,True,2007,0
Ontario,,,,True,2007,31715
Manitoba,Agreements,Canada-International,Non-Trade,False,2007,0
Manitoba,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2007,285
Manitoba,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2007,10
Manitoba,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2007,2
Manitoba,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2007,0
Manitoba,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2007,0
Manitoba,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2007,0
Manitoba,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2007,0
Manitoba,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2007,0
Manitoba,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2007,0
Manitoba,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2007,0
Manitoba,Agreements,Canada-International,,True,2007,300
Manitoba,Agreements,Canada - Provincial/Territorial,,False,2007,0
Manitoba,Agreements,Other Agreements,,False,2007,650
Manitoba,Agreements,Provincial/Territorial - International,,False,2007,0
Manitoba,Agreements,,,True,2007,950
Manitoba,Canadian Interests,Significant benefit,,False,2007,180
Manitoba,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2007,165
Manitoba,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2007,35
Manitoba,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2007,140
Manitoba,Canadian Interests,Reciprocal Employment,,True,2007,340
Manitoba,Canadian Interests,"Research, educational or training programs",,False,2007,0
Manitoba,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2007,385
Manitoba,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2007,135
Manitoba,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2007,455
Manitoba,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2007,75
Manitoba,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2007,0
Manitoba,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2007,0
Manitoba,Canadian Interests,Competitiveness and public policy,,True,2007,1050
Manitoba,Canadian Interests,Charitable or religious work,,False,2007,50
Manitoba,Canadian Interests,,,True,2007,1620
Manitoba,Other IMP Participants,,,False,2007,2
Manitoba,Vulnerable workers,Vulnerable workers (subcategory),,False,2007,0
Manitoba,Vulnerable workers,,,True,2007,0
Manitoba,,,,True,2007,2570
Saskatchewan,Agreements,Canada-International,Non-Trade,False,2007,0
Saskatchewan,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2007,155
Saskatchewan,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2007,2
Saskatchewan,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2007,5
Saskatchewan,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2007,0
Saskatchewan,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2007,0
Saskatchewan,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2007,0
Saskatchewan,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2007,0
Saskatchewan,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2007,0
Saskatchewan,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2007,0
Saskatchewan,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2007,0
Saskatchewan,Agreements,Canada-International,,True,2007,165
Saskatchewan,Agreements,Canada - Provincial/Territorial,,False,2007,0
Saskatchewan,Agreements,Other Agreements,,False,2007,370
Saskatchewan,Agreements,Provincial/Territorial - International,,False,2007,0
Saskatchewan,Agreements,,,True,2007,535
Saskatchewan,Canadian Interests,Significant benefit,,False,2007,120
Saskatchewan,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2007,105
Saskatchewan,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2007,40
Saskatchewan,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2007,75
Saskatchewan,Canadian Interests,Reciprocal Employment,,True,2007,215
Saskatchewan,Canadian Interests,"Research, educational or training programs",,False,2007,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2007,375
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2007,95
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2007,195
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2007,120
Saskatchewan,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2007,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2007,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,,True,2007,785
Saskatchewan,Canadian Interests,Charitable or religious work,,False,2007,25
Saskatchewan,Canadian Interests,,,True,2007,1150
Saskatchewan,Other IMP Participants,,,False,2007,0
Saskatchewan,Vulnerable workers,Vulnerable workers (subcategory),,False,2007,0
Saskatchewan,Vulnerable workers,,,True,2007,0
Saskatchewan,,,,True,2007,1685
Alberta,Agreements,Canada-International,Non-Trade,False,2007,0
Alberta,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2007,2845
Alberta,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2007,100
Alberta,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2007,60
Alberta,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2007,0
Alberta,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2007,0
Alberta,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2007,0
Alberta,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2007,0
Alberta,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2007,0
Alberta,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2007,0
Alberta,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2007,0
Alberta,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2007,0
Alberta,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2007,0
Alberta,Agreements,Canada-International,,True,2007,3000
Alberta,Agreements,Canada - Provincial/Territorial,,False,2007,0
Alberta,Agreements,Other Agreements,,False,2007,450
Alberta,Agreements,Provincial/Territorial - International,,False,2007,0
Alberta,Agreements,,,True,2007,3450
Alberta,Canadian Interests,Significant benefit,,False,2007,1830
Alberta,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2007,3010
Alberta,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2007,145
Alberta,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2007,415
Alberta,Canadian Interests,Reciprocal Employment,,True,2007,3570
Alberta,Canadian Interests,"Research, educational or training programs",,False,2007,0
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2007,3250
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2007,495
Alberta,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2007,1530
Alberta,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2007,520
Alberta,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2007,0
Alberta,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2007,0
Alberta,Canadian Interests,Competitiveness and public policy,,True,2007,5790
Alberta,Canadian Interests,Charitable or religious work,,False,2007,170
Alberta,Canadian Interests,,,True,2007,11360
Alberta,Other IMP Participants,,,False,2007,0
Alberta,Vulnerable workers,Vulnerable workers (subcategory),,False,2007,0
Alberta,Vulnerable workers,,,True,2007,0
Alberta,,,,True,2007,14810
British Columbia,Agreements,Canada-International,Non-Trade,False,2007,0
British Columbia,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2007,1870
British Columbia,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2007,145
British Columbia,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2007,60
British Columbia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2007,0
British Columbia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2007,0
British Columbia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2007,0
British Columbia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2007,0
British Columbia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2007,0
British Columbia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2007,0
British Columbia,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2007,0
British Columbia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2007,0
British Columbia,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2007,0
British Columbia,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2007,0
British Columbia,Agreements,Canada-International,,True,2007,2075
British Columbia,Agreements,Canada - Provincial/Territorial,,False,2007,0
British Columbia,Agreements,Other Agreements,,False,2007,815
British Columbia,Agreements,Provincial/Territorial - International,,False,2007,0
British Columbia,Agreements,,,True,2007,2895
British Columbia,Canadian Interests,Significant benefit,,False,2007,1940
British Columbia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2007,14200
British Columbia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2007,315
British Columbia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2007,260
British Columbia,Canadian Interests,Reciprocal Employment,,True,2007,14770
British Columbia,Canadian Interests,"Research, educational or training programs",,False,2007,0
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2007,2975
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2007,855
British Columbia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2007,1600
British Columbia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2007,745
British Columbia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2007,0
British Columbia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2007,0
British Columbia,Canadian Interests,Competitiveness and public policy,,True,2007,6175
British Columbia,Canadian Interests,Charitable or religious work,,False,2007,330
British Columbia,Canadian Interests,,,True,2007,23215
British Columbia,Other IMP Participants,,,False,2007,2
British Columbia,Vulnerable workers,Vulnerable workers (subcategory),,False,2007,0
British Columbia,Vulnerable workers,,,True,2007,0
British Columbia,,,,True,2007,26110
Yukon,Agreements,Canada-International,Non-Trade,False,2007,0
Yukon,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2007,5
Yukon,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2007,0
Yukon,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2007,0
Yukon,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2007,0
Yukon,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2007,0
Yukon,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2007,0
Yukon,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2007,0
Yukon,Agreements,Canada-International,,True,2007,5
Yukon,Agreements,Canada - Provincial/Territorial,,False,2007,0
Yukon,Agreements,Other Agreements,,False,2007,2
Yukon,Agreements,Provincial/Territorial - International,,False,2007,0
Yukon,Agreements,,,True,2007,10
Yukon,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2007,2
Yukon,Canadian Interests,Significant benefit,Intra-company transfers,False,2007,0
Yukon,Canadian Interests,Significant benefit,Significant benefit - general,False,2007,2
Yukon,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2007,0
Yukon,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2007,0
Yukon,Canadian Interests,Significant benefit,Rural and Northern Immigration Pilot,False,2007,0
Yukon,Canadian Interests,Significant benefit,,True,2007,5
Yukon,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2007,25
Yukon,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2007,0
Yukon,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2007,0
Yukon,Canadian Interests,Reciprocal Employment,,True,2007,25
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2007,10
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2007,2
Yukon,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2007,2
Yukon,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2007,0
Yukon,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2007,0
Yukon,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2007,0
Yukon,Canadian Interests,Competitiveness and public policy,,True,2007,15
Yukon,Canadian Interests,Charitable or religious work,,False,2007,0
Yukon,Canadian Interests,,,True,2007,45
Yukon,Other IMP Participants,,,False,2007,0
Yukon,Vulnerable workers,Vulnerable workers (subcategory),,False,2007,0
Yukon,Vulnerable workers,,,True,2007,0
Yukon,,,,True,2007,55
Northwest Territories,Agreements,Canada-International,Non-Trade,False,2007,0
Northwest Territories,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2007,30
Northwest Territories,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2007,10
Northwest Territories,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2007,5
Northwest Territories,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2007,0
Northwest Territories,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2007,0
Northwest Territories,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2007,0
Northwest Territories,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2007,0
Northwest Territories,Agreements,Canada-International,,True,2007,40
Northwest Territories,Agreements,Canada - Provincial/Territorial,,False,2007,0
Northwest Territories,Agreements,Other Agreements,,False,2007,2
Northwest Territories,Agreements,,,True,2007,40
Northwest Territories,Canadian Interests,Significant benefit,,False,2007,20
Northwest Territories,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2007,5
Northwest Territories,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2007,0
Northwest Territories,Canadian Interests,Reciprocal Employment,,True,2007,5
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2007,40
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2007,2
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2007,5
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2007,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2007,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,,True,2007,50
Northwest Territories,Canadian Interests,Charitable or religious work,,False,2007,10
Northwest Territories,Canadian Interests,,,True,2007,85
Northwest Territories,Other IMP Participants,,,False,2007,0
Northwest Territories,Vulnerable workers,Vulnerable workers (subcategory),,False,2007,0
Northwest Territories,Vulnerable workers,,,True,2007,0
Northwest Territories,,,,True,2007,130
Nunavut,Agreements,Canada-International,Non-Trade,False,2007,0
Nunavut,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2007,5
Nunavut,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2007,0
Nunavut,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2007,0
Nunavut,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2007,0
Nunavut,Agreements,Canada-International,,True,2007,5
Nunavut,Agreements,Canada - Provincial/Territorial,,False,2007,0
Nunavut,Agreements,Other Agreements,,False,2007,2
Nunavut,Agreements,,,True,2007,5
Nunavut,Canadian Interests,Significant benefit,Intra-company transfers,False,2007,0
Nunavut,Canadian Interests,Significant benefit,Emergency repairs,False,2007,0
Nunavut,Canadian Interests,Significant benefit,Significant benefit - general,False,2007,2
Nunavut,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2007,0
Nunavut,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2007,0
Nunavut,Canadian Interests,Significant benefit,,True,2007,2
Nunavut,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2007,2
Nunavut,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2007,0
Nunavut,Canadian Interests,Reciprocal Employment,,True,2007,2
Nunavut,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2007,5
Nunavut,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2007,0
Nunavut,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2007,0
Nunavut,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2007,0
Nunavut,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2007,0
Nunavut,Canadian Interests,Competitiveness and public policy,,True,2007,5
Nunavut,Canadian Interests,Charitable or religious work,,False,2007,0
Nunavut,Canadian Interests,,,True,2007,10
