province_territory,category_1,category_2,category_3,total_flag,year,value
Prince Edward Island,Canadian Interests,Significant benefit,,True,2002,5
Prince Edward Island,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2002,15
Prince Edward Island,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2002,
Prince Edward Island,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2002,0
Prince Edward Island,Canadian Interests,Reciprocal Employment,,True,2002,20
Prince Edward Island,Canadian Interests,"Research, educational or training programs",,False,2002,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2002,5
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2002,5
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2002,
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2002,
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2002,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2002,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,,True,2002,15
Prince Edward Island,Canadian Interests,Charitable or religious work,,False,2002,
Prince Edward Island,Canadian Interests,,,True,2002,45
Prince Edward Island,Other IMP Participants,,,False,2002,
Prince Edward Island,Vulnerable workers,Vulnerable workers,,False,2002,0
Prince Edward Island,Vulnerable workers,,,True,2002,0
Prince Edward Island,,,,True,2002,65
Nova Scotia,Agreements,Canada-International,Non-Trade,False,2002,0
Nova Scotia,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2002,185
Nova Scotia,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2002,
Nova Scotia,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2002,5
Nova Scotia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2002,0
Nova Scotia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2002,0
Nova Scotia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2002,0
Nova Scotia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2002,0
Nova Scotia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2002,0
Nova Scotia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2002,0
Nova Scotia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2002,0
Nova Scotia,Agreements,Canada-International,,True,2002,195
Nova Scotia,Agreements,Canada - Provincial/Territorial,,False,2002,0
Nova Scotia,Agreements,Other Agreements,,False,2002,20
Nova Scotia,Agreements,Provincial/Territorial - International,,False,2002,0
Nova Scotia,Agreements,,,True,2002,210
Nova Scotia,Canadian Interests,Significant benefit,,False,2002,100
Nova Scotia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2002,65
Nova Scotia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2002,20
Nova Scotia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2002,10
Nova Scotia,Canadian Interests,Reciprocal Employment,,True,2002,95
Nova Scotia,Canadian Interests,"Research, educational or training programs",,False,2002,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2002,55
Nova Scotia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2002,40
Nova Scotia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2002,30
Nova Scotia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2002,105
Nova Scotia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2002,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2002,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,,True,2002,230
Nova Scotia,Canadian Interests,Charitable or religious work,,False,2002,30
Nova Scotia,Canadian Interests,,,True,2002,455
Nova Scotia,Other IMP Participants,,,False,2002,10
Nova Scotia,Vulnerable workers,Vulnerable workers,,False,2002,0
Nova Scotia,Vulnerable workers,,,True,2002,0
Nova Scotia,,,,True,2002,680
New Brunswick,Agreements,Canada-International,Non-Trade,False,2002,0
New Brunswick,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2002,105
New Brunswick,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2002,
New Brunswick,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2002,
New Brunswick,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2002,0
New Brunswick,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2002,0
New Brunswick,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2002,0
New Brunswick,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2002,0
New Brunswick,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2002,0
New Brunswick,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2002,0
New Brunswick,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2002,0
New Brunswick,Agreements,Canada-International,,True,2002,110
New Brunswick,Agreements,Canada - Provincial/Territorial,,False,2002,0
New Brunswick,Agreements,Other Agreements,,False,2002,25
New Brunswick,Agreements,Provincial/Territorial - International,,False,2002,0
New Brunswick,Agreements,,,True,2002,140
New Brunswick,Canadian Interests,Significant benefit,,False,2002,55
New Brunswick,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2002,
New Brunswick,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2002,
New Brunswick,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2002,10
New Brunswick,Canadian Interests,Reciprocal Employment,,True,2002,20
New Brunswick,Canadian Interests,"Research, educational or training programs",,False,2002,0
New Brunswick,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2002,15
New Brunswick,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2002,30
New Brunswick,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2002,20
New Brunswick,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2002,25
New Brunswick,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2002,0
New Brunswick,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2002,0
New Brunswick,Canadian Interests,Competitiveness and public policy,,True,2002,85
New Brunswick,Canadian Interests,Charitable or religious work,,False,2002,
New Brunswick,Canadian Interests,,,True,2002,165
New Brunswick,Other IMP Participants,,,False,2002,10
New Brunswick,Vulnerable workers,Vulnerable workers,,False,2002,0
New Brunswick,Vulnerable workers,,,True,2002,0
New Brunswick,,,,True,2002,310
Quebec,Agreements,Canada-International,Non-Trade,False,2002,0
Quebec,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2002,965
Quebec,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2002,65
Quebec,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2002,80
Quebec,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2002,0
Quebec,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2002,0
Quebec,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2002,0
Quebec,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2002,0
Quebec,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2002,0
Quebec,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2002,0
Quebec,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2002,0
Quebec,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2002,0
Quebec,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2002,0
Quebec,Agreements,Canada-International,,True,2002,"1,110"
Quebec,Agreements,Canada - Provincial/Territorial,,False,2002,0
Quebec,Agreements,Other Agreements,,False,2002,675
Quebec,Agreements,Provincial/Territorial - International,,False,2002,0
Quebec,Agreements,,,True,2002,"1,785"
Quebec,Canadian Interests,Significant benefit,,False,2002,"1,840"
Quebec,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2002,445
Quebec,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2002,120
Quebec,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2002,345
Quebec,Canadian Interests,Reciprocal Employment,,True,2002,910
Quebec,Canadian Interests,"Research, educational or training programs",,False,2002,0
Quebec,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2002,650
Quebec,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2002,350
Quebec,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2002,325
Quebec,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2002,995
Quebec,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2002,0
Quebec,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2002,0
Quebec,Canadian Interests,Competitiveness and public policy,,True,2002,"2,325"
Quebec,Canadian Interests,Charitable or religious work,,False,2002,165
Quebec,Canadian Interests,,,True,2002,"5,240"
Quebec,Other IMP Participants,,,False,2002,480
Quebec,Vulnerable workers,Vulnerable workers,,False,2002,0
Quebec,Vulnerable workers,,,True,2002,0
Quebec,,,,True,2002,"7,510"
Ontario,Agreements,Canada-International,Non-Trade,False,2002,0
Ontario,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2002,"6,215"
Ontario,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2002,195
Ontario,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2002,195
Ontario,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2002,0
Ontario,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2002,0
Ontario,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2002,0
Ontario,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2002,0
Ontario,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2002,0
Ontario,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2002,0
Ontario,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2002,0
Ontario,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2002,0
Ontario,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2002,0
Ontario,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2002,0
Ontario,Agreements,Canada-International,,True,2002,"6,605"
Ontario,Agreements,Canada - Provincial/Territorial,,False,2002,0
Ontario,Agreements,Other Agreements,,False,2002,565
Ontario,Agreements,Provincial/Territorial - International,,False,2002,0
Ontario,Agreements,,,True,2002,"7,165"
Ontario,Canadian Interests,Significant benefit,,False,2002,"4,305"
Ontario,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2002,"2,925"
Ontario,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2002,255
Ontario,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2002,910
Ontario,Canadian Interests,Reciprocal Employment,,True,2002,"4,095"
Ontario,Canadian Interests,"Research, educational or training programs",,False,2002,0
Ontario,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2002,"1,515"
Ontario,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2002,750
Ontario,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2002,960
Ontario,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2002,"1,515"
Ontario,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2002,0
Ontario,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2002,0
Ontario,Canadian Interests,Competitiveness and public policy,,True,2002,"4,735"
Ontario,Canadian Interests,Charitable or religious work,,False,2002,370
Ontario,Canadian Interests,,,True,2002,"13,500"
Ontario,Other IMP Participants,,,False,2002,295
Ontario,Vulnerable workers,Vulnerable workers,,False,2002,0
Ontario,Vulnerable workers,,,True,2002,0
Ontario,,,,True,2002,"20,960"
Manitoba,Agreements,Canada-International,Non-Trade,False,2002,0
Manitoba,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2002,165
Manitoba,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2002,
Manitoba,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2002,5
Manitoba,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2002,0
Manitoba,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2002,0
Manitoba,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2002,0
Manitoba,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2002,0
Manitoba,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2002,0
Manitoba,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2002,0
Manitoba,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2002,0
Manitoba,Agreements,Canada-International,,True,2002,175
Manitoba,Agreements,Canada - Provincial/Territorial,,False,2002,0
Manitoba,Agreements,Other Agreements,,False,2002,55
Manitoba,Agreements,Provincial/Territorial - International,,False,2002,0
Manitoba,Agreements,,,True,2002,225
Manitoba,Canadian Interests,Significant benefit,,False,2002,95
Manitoba,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2002,75
Manitoba,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2002,15
Manitoba,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2002,75
Manitoba,Canadian Interests,Reciprocal Employment,,True,2002,165
Manitoba,Canadian Interests,"Research, educational or training programs",,False,2002,0
Manitoba,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2002,95
Manitoba,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2002,115
Manitoba,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2002,45
Manitoba,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2002,70
Manitoba,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2002,0
Manitoba,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2002,0
Manitoba,Canadian Interests,Competitiveness and public policy,,True,2002,325
Manitoba,Canadian Interests,Charitable or religious work,,False,2002,45
Manitoba,Canadian Interests,,,True,2002,635
Manitoba,Other IMP Participants,,,False,2002,45
Manitoba,Vulnerable workers,Vulnerable workers,,False,2002,0
Manitoba,Vulnerable workers,,,True,2002,0
Manitoba,,,,True,2002,905
Saskatchewan,Agreements,Canada-International,Non-Trade,False,2002,0
Saskatchewan,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2002,110
Saskatchewan,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2002,
Saskatchewan,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2002,0
Saskatchewan,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2002,0
Saskatchewan,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2002,0
Saskatchewan,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2002,0
Saskatchewan,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2002,0
Saskatchewan,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2002,0
Saskatchewan,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2002,0
Saskatchewan,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2002,0
Saskatchewan,Agreements,Canada-International,,True,2002,110
Saskatchewan,Agreements,Canada - Provincial/Territorial,,False,2002,0
Saskatchewan,Agreements,Other Agreements,,False,2002,20
Saskatchewan,Agreements,Provincial/Territorial - International,,False,2002,0
Saskatchewan,Agreements,,,True,2002,130
Saskatchewan,Canadian Interests,Significant benefit,,False,2002,75
Saskatchewan,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2002,45
Saskatchewan,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2002,10
Saskatchewan,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2002,75
Saskatchewan,Canadian Interests,Reciprocal Employment,,True,2002,130
Saskatchewan,Canadian Interests,"Research, educational or training programs",,False,2002,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2002,140
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2002,85
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2002,20
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2002,120
Saskatchewan,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2002,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2002,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,,True,2002,365
Saskatchewan,Canadian Interests,Charitable or religious work,,False,2002,20
Saskatchewan,Canadian Interests,,,True,2002,590
Saskatchewan,Other IMP Participants,,,False,2002,20
Saskatchewan,Vulnerable workers,Vulnerable workers,,False,2002,0
Saskatchewan,Vulnerable workers,,,True,2002,0
Saskatchewan,,,,True,2002,740
Alberta,Agreements,Canada-International,Non-Trade,False,2002,0
Alberta,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2002,"1,700"
Alberta,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2002,35
Alberta,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2002,65
Alberta,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2002,0
Alberta,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2002,0
Alberta,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2002,0
Alberta,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2002,0
Alberta,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2002,0
Alberta,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2002,0
Alberta,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2002,0
Alberta,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2002,0
Alberta,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2002,0
Alberta,Agreements,Canada-International,,True,2002,"1,795"
Alberta,Agreements,Canada - Provincial/Territorial,,False,2002,0
Alberta,Agreements,Other Agreements,,False,2002,140
Alberta,Agreements,Provincial/Territorial - International,,False,2002,0
Alberta,Agreements,,,True,2002,"1,935"
Alberta,Canadian Interests,Significant benefit,,False,2002,725
Alberta,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2002,"1,150"
Alberta,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2002,105
Alberta,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2002,345
Alberta,Canadian Interests,Reciprocal Employment,,True,2002,"1,605"
Alberta,Canadian Interests,"Research, educational or training programs",,False,2002,0
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2002,490
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2002,330
Alberta,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2002,150
Alberta,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2002,435
Alberta,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2002,0
Alberta,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2002,0
Alberta,Canadian Interests,Competitiveness and public policy,,True,2002,"1,400"
Alberta,Canadian Interests,Charitable or religious work,,False,2002,110
Alberta,Canadian Interests,,,True,2002,"3,840"
Alberta,Other IMP Participants,,,False,2002,105
Alberta,Vulnerable workers,Vulnerable workers,,False,2002,0
Alberta,Vulnerable workers,,,True,2002,0
Alberta,,,,True,2002,"5,875"
British Columbia,Agreements,Canada-International,Non-Trade,False,2002,0
British Columbia,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2002,"1,110"
British Columbia,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2002,40
British Columbia,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2002,40
British Columbia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2002,0
British Columbia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2002,0
British Columbia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2002,0
British Columbia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2002,0
British Columbia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2002,0
British Columbia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2002,0
British Columbia,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2002,0
British Columbia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2002,0
British Columbia,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2002,0
British Columbia,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2002,0
British Columbia,Agreements,Canada-International,,True,2002,"1,185"
British Columbia,Agreements,Canada - Provincial/Territorial,,False,2002,0
British Columbia,Agreements,Other Agreements,,False,2002,135
British Columbia,Agreements,Provincial/Territorial - International,,False,2002,0
British Columbia,Agreements,,,True,2002,"1,320"
British Columbia,Canadian Interests,Significant benefit,,False,2002,"1,030"
British Columbia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2002,"7,930"
British Columbia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2002,200
British Columbia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2002,315
British Columbia,Canadian Interests,Reciprocal Employment,,True,2002,"8,440"
British Columbia,Canadian Interests,"Research, educational or training programs",,False,2002,0
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2002,560
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2002,475
British Columbia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2002,240
British Columbia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2002,510
British Columbia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2002,0
British Columbia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2002,0
British Columbia,Canadian Interests,Competitiveness and public policy,,True,2002,"1,785"
British Columbia,Canadian Interests,Charitable or religious work,,False,2002,195
British Columbia,Canadian Interests,,,True,2002,"11,450"
British Columbia,Other IMP Participants,,,False,2002,145
British Columbia,Vulnerable workers,Vulnerable workers,,False,2002,0
British Columbia,Vulnerable workers,,,True,2002,0
British Columbia,,,,True,2002,"12,920"
Yukon,Agreements,Canada-International,Non-Trade,False,2002,0
Yukon,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2002,5
Yukon,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2002,0
Yukon,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2002,0
Yukon,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2002,0
Yukon,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2002,0
Yukon,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2002,0
Yukon,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2002,0
Yukon,Agreements,Canada-International,,True,2002,5
Yukon,Agreements,Canada - Provincial/Territorial,,False,2002,0
Yukon,Agreements,Other Agreements,,False,2002,0
Yukon,Agreements,Provincial/Territorial - International,,False,2002,0
Yukon,Agreements,,,True,2002,5
Yukon,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2002,10
Yukon,Canadian Interests,Significant benefit,Intra-company transfers,False,2002,0
Yukon,Canadian Interests,Significant benefit,Significant benefit - general,False,2002,
Yukon,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2002,0
Yukon,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2002,0
Yukon,Canadian Interests,Significant benefit,Rural and Northern Immigration Pilot,False,2002,0
Yukon,Canadian Interests,Significant benefit,,True,2002,10
Yukon,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2002,5
Yukon,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2002,0
Yukon,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2002,
Yukon,Canadian Interests,Reciprocal Employment,,True,2002,5
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2002,
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2002,0
Yukon,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2002,0
Yukon,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2002,0
Yukon,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2002,0
Yukon,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2002,0
Yukon,Canadian Interests,Competitiveness and public policy,,True,2002,
Yukon,Canadian Interests,Charitable or religious work,,False,2002,0
Yukon,Canadian Interests,,,True,2002,20
Yukon,Other IMP Participants,,,False,2002,0
Yukon,Vulnerable workers,Vulnerable workers,,False,2002,0
Yukon,Vulnerable workers,,,True,2002,0
Yukon,,,,True,2002,25
Northwest Territories,Agreements,Canada-International,Non-Trade,False,2002,0
Northwest Territories,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2002,15
Northwest Territories,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2002,
Northwest Territories,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2002,
Northwest Territories,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2002,0
Northwest Territories,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2002,0
Northwest Territories,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2002,0
Northwest Territories,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2002,0
Northwest Territories,Agreements,Canada-International,,True,2002,15
Northwest Territories,Agreements,Canada - Provincial/Territorial,,False,2002,0
Northwest Territories,Agreements,Other Agreements,,False,2002,0
Northwest Territories,Agreements,,,True,2002,15
Northwest Territories,Canadian Interests,Significant benefit,,False,2002,20
Northwest Territories,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2002,
Northwest Territories,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2002,
Northwest Territories,Canadian Interests,Reciprocal Employment,,True,2002,
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2002,10
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2002,
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2002,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2002,0
