province_territory,study_level,total_flag,year_month,year,month,value
Nova Scotia,Other Studies,False,2017-06,2017,6,120
Nova Scotia,Education level not stated,False,2017-06,2017,6,0
Nova Scotia,,True,2017-06,2017,6,420
New Brunswick,Secondary or less,False,2017-06,2017,6,20
New Brunswick,Post Secondary,False,2017-06,2017,6,100
New Brunswick,Other Studies,False,2017-06,2017,6,5
New Brunswick,Education level not stated,False,2017-06,2017,6,0
New Brunswick,,True,2017-06,2017,6,125
Quebec,Secondary or less,False,2017-06,2017,6,210
Quebec,Post Secondary,False,2017-06,2017,6,815
Quebec,Other Studies,False,2017-06,2017,6,305
Quebec,Education level not stated,False,2017-06,2017,6,0
Quebec,,True,2017-06,2017,6,1335
Ontario,Secondary or less,False,2017-06,2017,6,2420
Ontario,Post Secondary,False,2017-06,2017,6,4770
Ontario,Other Studies,False,2017-06,2017,6,1180
Ontario,Education level not stated,False,2017-06,2017,6,2
Ontario,,True,2017-06,2017,6,8365
Manitoba,Secondary or less,False,2017-06,2017,6,75
Manitoba,Post Secondary,False,2017-06,2017,6,390
Manitoba,Other Studies,False,2017-06,2017,6,50
Manitoba,Education level not stated,False,2017-06,2017,6,0
Manitoba,,True,2017-06,2017,6,515
Saskatchewan,Secondary or less,False,2017-06,2017,6,70
Saskatchewan,Post Secondary,False,2017-06,2017,6,165
Saskatchewan,Other Studies,False,2017-06,2017,6,25
Saskatchewan,Education level not stated,False,2017-06,2017,6,2
Saskatchewan,,True,2017-06,2017,6,265
Alberta,Secondary or less,False,2017-06,2017,6,330
Alberta,Post Secondary,False,2017-06,2017,6,605
Alberta,Other Studies,False,2017-06,2017,6,85
Alberta,Education level not stated,False,2017-06,2017,6,2
Alberta,,True,2017-06,2017,6,1020
British Columbia,Secondary or less,False,2017-06,2017,6,1935
British Columbia,Post Secondary,False,2017-06,2017,6,2315
British Columbia,Other Studies,False,2017-06,2017,6,650
British Columbia,Education level not stated,False,2017-06,2017,6,2
British Columbia,,True,2017-06,2017,6,4905
Yukon,Secondary or less,False,2017-06,2017,6,2
Yukon,Post Secondary,False,2017-06,2017,6,2
Yukon,Other Studies,False,2017-06,2017,6,0
Yukon,Education level not stated,False,2017-06,2017,6,0
Yukon,,True,2017-06,2017,6,2
Northwest Territories,Secondary or less,False,2017-06,2017,6,2
Northwest Territories,Post Secondary,False,2017-06,2017,6,0
Northwest Territories,Other Studies,False,2017-06,2017,6,0
Northwest Territories,,True,2017-06,2017,6,2
Nunavut,Secondary or less,False,2017-06,2017,6,0
Nunavut,Post Secondary,False,2017-06,2017,6,0
Nunavut,Other Studies,False,2017-06,2017,6,0
Nunavut,,True,2017-06,2017,6,0
Province/territory not stated Total,,False,2017-06,2017,6,2
Total,,True,2017-06,2017,6,17105
Newfoundland and Labrador,Secondary or less,False,2017-07,2017,7,10
Newfoundland and Labrador,Post Secondary,False,2017-07,2017,7,110
Newfoundland and Labrador,Other Studies,False,2017-07,2017,7,2
Newfoundland and Labrador,Education level not stated,False,2017-07,2017,7,0
Newfoundland and Labrador,,True,2017-07,2017,7,125
Prince Edward Island,Secondary or less,False,2017-07,2017,7,25
Prince Edward Island,Post Secondary,False,2017-07,2017,7,55
Prince Edward Island,Other Studies,False,2017-07,2017,7,5
Prince Edward Island,Education level not stated,False,2017-07,2017,7,0
Prince Edward Island,,True,2017-07,2017,7,85
Nova Scotia,Secondary or less,False,2017-07,2017,7,75
Nova Scotia,Post Secondary,False,2017-07,2017,7,385
Nova Scotia,Other Studies,False,2017-07,2017,7,80
Nova Scotia,Education level not stated,False,2017-07,2017,7,0
Nova Scotia,,True,2017-07,2017,7,540
New Brunswick,Secondary or less,False,2017-07,2017,7,30
New Brunswick,Post Secondary,False,2017-07,2017,7,120
New Brunswick,Other Studies,False,2017-07,2017,7,45
New Brunswick,Education level not stated,False,2017-07,2017,7,0
New Brunswick,,True,2017-07,2017,7,200
Quebec,Secondary or less,False,2017-07,2017,7,385
Quebec,Post Secondary,False,2017-07,2017,7,1610
Quebec,Other Studies,False,2017-07,2017,7,425
Quebec,Education level not stated,False,2017-07,2017,7,2
Quebec,,True,2017-07,2017,7,2420
Ontario,Secondary or less,False,2017-07,2017,7,3475
Ontario,Post Secondary,False,2017-07,2017,7,8240
Ontario,Other Studies,False,2017-07,2017,7,1285
Ontario,Education level not stated,False,2017-07,2017,7,2
Ontario,,True,2017-07,2017,7,13000
Manitoba,Secondary or less,False,2017-07,2017,7,125
Manitoba,Post Secondary,False,2017-07,2017,7,575
Manitoba,Other Studies,False,2017-07,2017,7,70
Manitoba,Education level not stated,False,2017-07,2017,7,2
Manitoba,,True,2017-07,2017,7,775
Saskatchewan,Secondary or less,False,2017-07,2017,7,90
Saskatchewan,Post Secondary,False,2017-07,2017,7,255
Saskatchewan,Other Studies,False,2017-07,2017,7,15
Saskatchewan,Education level not stated,False,2017-07,2017,7,0
Saskatchewan,,True,2017-07,2017,7,360
Alberta,Secondary or less,False,2017-07,2017,7,360
Alberta,Post Secondary,False,2017-07,2017,7,950
Alberta,Other Studies,False,2017-07,2017,7,140
Alberta,Education level not stated,False,2017-07,2017,7,2
Alberta,,True,2017-07,2017,7,1445
British Columbia,Secondary or less,False,2017-07,2017,7,2375
British Columbia,Post Secondary,False,2017-07,2017,7,3320
British Columbia,Other Studies,False,2017-07,2017,7,645
British Columbia,Education level not stated,False,2017-07,2017,7,0
British Columbia,,True,2017-07,2017,7,6335
Yukon,Secondary or less,False,2017-07,2017,7,2
Yukon,Post Secondary,False,2017-07,2017,7,5
Yukon,Other Studies,False,2017-07,2017,7,0
Yukon,Education level not stated,False,2017-07,2017,7,0
Yukon,,True,2017-07,2017,7,10
Northwest Territories,Secondary or less,False,2017-07,2017,7,2
Northwest Territories,Post Secondary,False,2017-07,2017,7,0
Northwest Territories,Other Studies,False,2017-07,2017,7,0
Northwest Territories,,True,2017-07,2017,7,2
Nunavut,Secondary or less,False,2017-07,2017,7,0
Nunavut,Post Secondary,False,2017-07,2017,7,0
Nunavut,Other Studies,False,2017-07,2017,7,0
Nunavut,,True,2017-07,2017,7,0
Province/territory not stated Total,,False,2017-07,2017,7,2
Total,,True,2017-07,2017,7,25300
Newfoundland and Labrador,Secondary or less,False,2017-08,2017,8,80
Newfoundland and Labrador,Post Secondary,False,2017-08,2017,8,435
Newfoundland and Labrador,Other Studies,False,2017-08,2017,8,30
Newfoundland and Labrador,Education level not stated,False,2017-08,2017,8,0
Newfoundland and Labrador,,True,2017-08,2017,8,545
Prince Edward Island,Secondary or less,False,2017-08,2017,8,80
Prince Edward Island,Post Secondary,False,2017-08,2017,8,285
Prince Edward Island,Other Studies,False,2017-08,2017,8,80
Prince Edward Island,Education level not stated,False,2017-08,2017,8,0
Prince Edward Island,,True,2017-08,2017,8,445
Nova Scotia,Secondary or less,False,2017-08,2017,8,370
Nova Scotia,Post Secondary,False,2017-08,2017,8,1480
Nova Scotia,Other Studies,False,2017-08,2017,8,340
Nova Scotia,Education level not stated,False,2017-08,2017,8,2
Nova Scotia,,True,2017-08,2017,8,2190
New Brunswick,Secondary or less,False,2017-08,2017,8,150
New Brunswick,Post Secondary,False,2017-08,2017,8,555
New Brunswick,Other Studies,False,2017-08,2017,8,80
New Brunswick,Education level not stated,False,2017-08,2017,8,0
New Brunswick,,True,2017-08,2017,8,785
Quebec,Secondary or less,False,2017-08,2017,8,1105
Quebec,Post Secondary,False,2017-08,2017,8,11740
Quebec,Other Studies,False,2017-08,2017,8,960
Quebec,Education level not stated,False,2017-08,2017,8,2
Quebec,,True,2017-08,2017,8,13810
Ontario,Secondary or less,False,2017-08,2017,8,8470
Ontario,Post Secondary,False,2017-08,2017,8,29220
Ontario,Other Studies,False,2017-08,2017,8,4650
Ontario,Education level not stated,False,2017-08,2017,8,10
Ontario,,True,2017-08,2017,8,42345
Manitoba,Secondary or less,False,2017-08,2017,8,455
Manitoba,Post Secondary,False,2017-08,2017,8,1740
Manitoba,Other Studies,False,2017-08,2017,8,420
Manitoba,Education level not stated,False,2017-08,2017,8,2
Manitoba,,True,2017-08,2017,8,2615
Saskatchewan,Secondary or less,False,2017-08,2017,8,220
Saskatchewan,Post Secondary,False,2017-08,2017,8,845
Saskatchewan,Other Studies,False,2017-08,2017,8,180
Saskatchewan,Education level not stated,False,2017-08,2017,8,2
Saskatchewan,,True,2017-08,2017,8,1245
Alberta,Secondary or less,False,2017-08,2017,8,1035
Alberta,Post Secondary,False,2017-08,2017,8,3225
Alberta,Other Studies,False,2017-08,2017,8,480
Alberta,Education level not stated,False,2017-08,2017,8,0
Alberta,,True,2017-08,2017,8,4735
British Columbia,Secondary or less,False,2017-08,2017,8,6710
British Columbia,Post Secondary,False,2017-08,2017,8,11365
British Columbia,Other Studies,False,2017-08,2017,8,2285
British Columbia,Education level not stated,False,2017-08,2017,8,2
British Columbia,,True,2017-08,2017,8,20365
Yukon,Secondary or less,False,2017-08,2017,8,5
Yukon,Post Secondary,False,2017-08,2017,8,25
Yukon,Other Studies,False,2017-08,2017,8,2
Yukon,Education level not stated,False,2017-08,2017,8,0
Yukon,,True,2017-08,2017,8,30
Northwest Territories,Secondary or less,False,2017-08,2017,8,5
Northwest Territories,Post Secondary,False,2017-08,2017,8,0
Northwest Territories,Other Studies,False,2017-08,2017,8,0
Northwest Territories,,True,2017-08,2017,8,5
Nunavut,Secondary or less,False,2017-08,2017,8,0
Nunavut,Post Secondary,False,2017-08,2017,8,0
Nunavut,Other Studies,False,2017-08,2017,8,0
Nunavut,,True,2017-08,2017,8,0
Province/territory not stated Total,,False,2017-08,2017,8,30
Total,,True,2017-08,2017,8,89150
Newfoundland and Labrador,Secondary or less,False,2017-09,2017,9,120
Newfoundland and Labrador,Post Secondary,False,2017-09,2017,9,410
Newfoundland and Labrador,Other Studies,False,2017-09,2017,9,55
Newfoundland and Labrador,Education level not stated,False,2017-09,2017,9,0
Newfoundland and Labrador,,True,2017-09,2017,9,580
Prince Edward Island,Secondary or less,False,2017-09,2017,9,30
Prince Edward Island,Post Secondary,False,2017-09,2017,9,190
Prince Edward Island,Other Studies,False,2017-09,2017,9,50
Prince Edward Island,Education level not stated,False,2017-09,2017,9,0
Prince Edward Island,,True,2017-09,2017,9,270
Nova Scotia,Secondary or less,False,2017-09,2017,9,610
Nova Scotia,Post Secondary,False,2017-09,2017,9,870
Nova Scotia,Other Studies,False,2017-09,2017,9,185
Nova Scotia,Education level not stated,False,2017-09,2017,9,2
Nova Scotia,,True,2017-09,2017,9,1665
New Brunswick,Secondary or less,False,2017-09,2017,9,385
New Brunswick,Post Secondary,False,2017-09,2017,9,360
New Brunswick,Other Studies,False,2017-09,2017,9,30
New Brunswick,Education level not stated,False,2017-09,2017,9,0
New Brunswick,,True,2017-09,2017,9,775
Quebec,Secondary or less,False,2017-09,2017,9,675
Quebec,Post Secondary,False,2017-09,2017,9,4945
Quebec,Other Studies,False,2017-09,2017,9,710
Quebec,Education level not stated,False,2017-09,2017,9,2
Quebec,,True,2017-09,2017,9,6335
Ontario,Secondary or less,False,2017-09,2017,9,4405
Ontario,Post Secondary,False,2017-09,2017,9,13940
Ontario,Other Studies,False,2017-09,2017,9,2485
Ontario,Education level not stated,False,2017-09,2017,9,5
Ontario,,True,2017-09,2017,9,20835
Manitoba,Secondary or less,False,2017-09,2017,9,335
Manitoba,Post Secondary,False,2017-09,2017,9,990
Manitoba,Other Studies,False,2017-09,2017,9,160
Manitoba,Education level not stated,False,2017-09,2017,9,0
Manitoba,,True,2017-09,2017,9,1480
Saskatchewan,Secondary or less,False,2017-09,2017,9,155
Saskatchewan,Post Secondary,False,2017-09,2017,9,480
Saskatchewan,Other Studies,False,2017-09,2017,9,70
Saskatchewan,Education level not stated,False,2017-09,2017,9,0
Saskatchewan,,True,2017-09,2017,9,705
Alberta,Secondary or less,False,2017-09,2017,9,630
Alberta,Post Secondary,False,2017-09,2017,9,1650
Alberta,Other Studies,False,2017-09,2017,9,275
Alberta,Education level not stated,False,2017-09,2017,9,0
Alberta,,True,2017-09,2017,9,2550
British Columbia,Secondary or less,False,2017-09,2017,9,2870
British Columbia,Post Secondary,False,2017-09,2017,9,5220
British Columbia,Other Studies,False,2017-09,2017,9,1425
British Columbia,Education level not stated,False,2017-09,2017,9,10
British Columbia,,True,2017-09,2017,9,9520
Yukon,Secondary or less,False,2017-09,2017,9,0
Yukon,Post Secondary,False,2017-09,2017,9,10
Yukon,Other Studies,False,2017-09,2017,9,2
Yukon,Education level not stated,False,2017-09,2017,9,0
Yukon,,True,2017-09,2017,9,15
Northwest Territories,Secondary or less,False,2017-09,2017,9,2
Northwest Territories,Post Secondary,False,2017-09,2017,9,2
Northwest Territories,Other Studies,False,2017-09,2017,9,0
Northwest Territories,,True,2017-09,2017,9,5
Nunavut,Secondary or less,False,2017-09,2017,9,2
Nunavut,Post Secondary,False,2017-09,2017,9,2
Nunavut,Other Studies,False,2017-09,2017,9,0
Nunavut,,True,2017-09,2017,9,2
Province/territory not stated Total,,False,2017-09,2017,9,5
Total,,True,2017-09,2017,9,44745
Newfoundland and Labrador,Secondary or less,False,2017-10,2017,10,20
Newfoundland and Labrador,Post Secondary,False,2017-10,2017,10,100
Newfoundland and Labrador,Other Studies,False,2017-10,2017,10,5
Newfoundland and Labrador,Education level not stated,False,2017-10,2017,10,0
Newfoundland and Labrador,,True,2017-10,2017,10,130
Prince Edward Island,Secondary or less,False,2017-10,2017,10,35
Prince Edward Island,Post Secondary,False,2017-10,2017,10,50
Prince Edward Island,Other Studies,False,2017-10,2017,10,20
Prince Edward Island,Education level not stated,False,2017-10,2017,10,0
Prince Edward Island,,True,2017-10,2017,10,110
Nova Scotia,Secondary or less,False,2017-10,2017,10,85
Nova Scotia,Post Secondary,False,2017-10,2017,10,360
Nova Scotia,Other Studies,False,2017-10,2017,10,80
Nova Scotia,Education level not stated,False,2017-10,2017,10,0
Nova Scotia,,True,2017-10,2017,10,525
New Brunswick,Secondary or less,False,2017-10,2017,10,30
New Brunswick,Post Secondary,False,2017-10,2017,10,100
New Brunswick,Other Studies,False,2017-10,2017,10,2
New Brunswick,Education level not stated,False,2017-10,2017,10,0
New Brunswick,,True,2017-10,2017,10,135
Quebec,Secondary or less,False,2017-10,2017,10,250
Quebec,Post Secondary,False,2017-10,2017,10,1675
Quebec,Other Studies,False,2017-10,2017,10,455
Quebec,Education level not stated,False,2017-10,2017,10,2
Quebec,,True,2017-10,2017,10,2385
Ontario,Secondary or less,False,2017-10,2017,10,2355
Ontario,Post Secondary,False,2017-10,2017,10,5310
Ontario,Other Studies,False,2017-10,2017,10,1305
Ontario,Education level not stated,False,2017-10,2017,10,10
Ontario,,True,2017-10,2017,10,8980
Manitoba,Secondary or less,False,2017-10,2017,10,95
Manitoba,Post Secondary,False,2017-10,2017,10,520
Manitoba,Other Studies,False,2017-10,2017,10,75
Manitoba,Education level not stated,False,2017-10,2017,10,2
Manitoba,,True,2017-10,2017,10,690
Saskatchewan,Secondary or less,False,2017-10,2017,10,65
Saskatchewan,Post Secondary,False,2017-10,2017,10,235
Saskatchewan,Other Studies,False,2017-10,2017,10,20
Saskatchewan,Education level not stated,False,2017-10,2017,10,0
Saskatchewan,,True,2017-10,2017,10,320
Alberta,Secondary or less,False,2017-10,2017,10,310
Alberta,Post Secondary,False,2017-10,2017,10,650
Alberta,Other Studies,False,2017-10,2017,10,130
Alberta,Education level not stated,False,2017-10,2017,10,0
Alberta,,True,2017-10,2017,10,1090
British Columbia,Secondary or less,False,2017-10,2017,10,1010
British Columbia,Post Secondary,False,2017-10,2017,10,3105
British Columbia,Other Studies,False,2017-10,2017,10,775
British Columbia,Education level not stated,False,2017-10,2017,10,2
British Columbia,,True,2017-10,2017,10,4895
Yukon,Secondary or less,False,2017-10,2017,10,0
Yukon,Post Secondary,False,2017-10,2017,10,2
Yukon,Other Studies,False,2017-10,2017,10,0
Yukon,Education level not stated,False,2017-10,2017,10,0
Yukon,,True,2017-10,2017,10,2
Northwest Territories,Secondary or less,False,2017-10,2017,10,2
Northwest Territories,Post Secondary,False,2017-10,2017,10,2
Northwest Territories,Other Studies,False,2017-10,2017,10,0
Northwest Territories,,True,2017-10,2017,10,2
Nunavut,Secondary or less,False,2017-10,2017,10,0
Nunavut,Post Secondary,False,2017-10,2017,10,0
Nunavut,Other Studies,False,2017-10,2017,10,0
Nunavut,,True,2017-10,2017,10,0
Province/territory not stated Total,,False,2017-10,2017,10,15
Total,,True,2017-10,2017,10,19275
Newfoundland and Labrador,Secondary or less,False,2017-11,2017,11,10
Newfoundland and Labrador,Post Secondary,False,2017-11,2017,11,95
Newfoundland and Labrador,Other Studies,False,2017-11,2017,11,5
Newfoundland and Labrador,Education level not stated,False,2017-11,2017,11,0
Newfoundland and Labrador,,True,2017-11,2017,11,110
Prince Edward Island,Secondary or less,False,2017-11,2017,11,5
Prince Edward Island,Post Secondary,False,2017-11,2017,11,40
Prince Edward Island,Other Studies,False,2017-11,2017,11,10
Prince Edward Island,Education level not stated,False,2017-11,2017,11,0
Prince Edward Island,,True,2017-11,2017,11,55
Nova Scotia,Secondary or less,False,2017-11,2017,11,40
Nova Scotia,Post Secondary,False,2017-11,2017,11,235
Nova Scotia,Other Studies,False,2017-11,2017,11,25
Nova Scotia,Education level not stated,False,2017-11,2017,11,0
Nova Scotia,,True,2017-11,2017,11,295
New Brunswick,Secondary or less,False,2017-11,2017,11,15
New Brunswick,Post Secondary,False,2017-11,2017,11,95
New Brunswick,Other Studies,False,2017-11,2017,11,2
New Brunswick,Education level not stated,False,2017-11,2017,11,0
New Brunswick,,True,2017-11,2017,11,115
Quebec,Secondary or less,False,2017-11,2017,11,200
Quebec,Post Secondary,False,2017-11,2017,11,1390
Quebec,Other Studies,False,2017-11,2017,11,405
Quebec,Education level not stated,False,2017-11,2017,11,2
Quebec,,True,2017-11,2017,11,2000
Ontario,Secondary or less,False,2017-11,2017,11,1270
Ontario,Post Secondary,False,2017-11,2017,11,6405
Ontario,Other Studies,False,2017-11,2017,11,1045
Ontario,Education level not stated,False,2017-11,2017,11,2
Ontario,,True,2017-11,2017,11,8715
Manitoba,Secondary or less,False,2017-11,2017,11,65
Manitoba,Post Secondary,False,2017-11,2017,11,570
Manitoba,Other Studies,False,2017-11,2017,11,50
Manitoba,Education level not stated,False,2017-11,2017,11,2
Manitoba,,True,2017-11,2017,11,685
Saskatchewan,Secondary or less,False,2017-11,2017,11,30
Saskatchewan,Post Secondary,False,2017-11,2017,11,160
Saskatchewan,Other Studies,False,2017-11,2017,11,10
Saskatchewan,Education level not stated,False,2017-11,2017,11,0
Saskatchewan,,True,2017-11,2017,11,200
Alberta,Secondary or less,False,2017-11,2017,11,150
Alberta,Post Secondary,False,2017-11,2017,11,610
Alberta,Other Studies,False,2017-11,2017,11,105
Alberta,Education level not stated,False,2017-11,2017,11,2
Alberta,,True,2017-11,2017,11,870
British Columbia,Secondary or less,False,2017-11,2017,11,560
British Columbia,Post Secondary,False,2017-11,2017,11,3065
British Columbia,Other Studies,False,2017-11,2017,11,520
British Columbia,Education level not stated,False,2017-11,2017,11,2
British Columbia,,True,2017-11,2017,11,4145
Yukon,Secondary or less,False,2017-11,2017,11,2
Yukon,Post Secondary,False,2017-11,2017,11,2
Yukon,Other Studies,False,2017-11,2017,11,0
Yukon,Education level not stated,False,2017-11,2017,11,0
Yukon,,True,2017-11,2017,11,10
Northwest Territories,Secondary or less,False,2017-11,2017,11,0
Northwest Territories,Post Secondary,False,2017-11,2017,11,0
Northwest Territories,Other Studies,False,2017-11,2017,11,0
Northwest Territories,,True,2017-11,2017,11,0
Nunavut,Secondary or less,False,2017-11,2017,11,0
Nunavut,Post Secondary,False,2017-11,2017,11,0
Nunavut,Other Studies,False,2017-11,2017,11,0
Nunavut,,True,2017-11,2017,11,0
Province/territory not stated Total,,False,2017-11,2017,11,2
Total,,True,2017-11,2017,11,17195
Newfoundland and Labrador,Secondary or less,False,2017-12,2017,12,20
Newfoundland and Labrador,Post Secondary,False,2017-12,2017,12,175
Newfoundland and Labrador,Other Studies,False,2017-12,2017,12,10
Newfoundland and Labrador,Education level not stated,False,2017-12,2017,12,0
Newfoundland and Labrador,,True,2017-12,2017,12,205
Prince Edward Island,Secondary or less,False,2017-12,2017,12,15
Prince Edward Island,Post Secondary,False,2017-12,2017,12,125
Prince Edward Island,Other Studies,False,2017-12,2017,12,20
Prince Edward Island,Education level not stated,False,2017-12,2017,12,0
Prince Edward Island,,True,2017-12,2017,12,165
Nova Scotia,Secondary or less,False,2017-12,2017,12,45
Nova Scotia,Post Secondary,False,2017-12,2017,12,575
Nova Scotia,Other Studies,False,2017-12,2017,12,115
Nova Scotia,Education level not stated,False,2017-12,2017,12,0
Nova Scotia,,True,2017-12,2017,12,735
New Brunswick,Secondary or less,False,2017-12,2017,12,20
New Brunswick,Post Secondary,False,2017-12,2017,12,215
New Brunswick,Other Studies,False,2017-12,2017,12,25
New Brunswick,Education level not stated,False,2017-12,2017,12,0
New Brunswick,,True,2017-12,2017,12,260
Quebec,Secondary or less,False,2017-12,2017,12,190
Quebec,Post Secondary,False,2017-12,2017,12,2530
Quebec,Other Studies,False,2017-12,2017,12,510
Quebec,Education level not stated,False,2017-12,2017,12,0
Quebec,,True,2017-12,2017,12,3230
Ontario,Secondary or less,False,2017-12,2017,12,1340
Ontario,Post Secondary,False,2017-12,2017,12,18775
Ontario,Other Studies,False,2017-12,2017,12,2710
Ontario,Education level not stated,False,2017-12,2017,12,5
Ontario,,True,2017-12,2017,12,22830
Manitoba,Secondary or less,False,2017-12,2017,12,75
Manitoba,Post Secondary,False,2017-12,2017,12,1300
Manitoba,Other Studies,False,2017-12,2017,12,190
Manitoba,Education level not stated,False,2017-12,2017,12,0
Manitoba,,True,2017-12,2017,12,1565
Saskatchewan,Secondary or less,False,2017-12,2017,12,55
Saskatchewan,Post Secondary,False,2017-12,2017,12,415
Saskatchewan,Other Studies,False,2017-12,2017,12,55
Saskatchewan,Education level not stated,False,2017-12,2017,12,0
Saskatchewan,,True,2017-12,2017,12,525
Alberta,Secondary or less,False,2017-12,2017,12,205
Alberta,Post Secondary,False,2017-12,2017,12,1195
Alberta,Other Studies,False,2017-12,2017,12,195
Alberta,Education level not stated,False,2017-12,2017,12,2
Alberta,,True,2017-12,2017,12,1590
British Columbia,Secondary or less,False,2017-12,2017,12,835
British Columbia,Post Secondary,False,2017-12,2017,12,7500
British Columbia,Other Studies,False,2017-12,2017,12,1375
British Columbia,Education level not stated,False,2017-12,2017,12,2
British Columbia,,True,2017-12,2017,12,9710
Yukon,Secondary or less,False,2017-12,2017,12,0
Yukon,Post Secondary,False,2017-12,2017,12,105
Yukon,Other Studies,False,2017-12,2017,12,2
Yukon,Education level not stated,False,2017-12,2017,12,0
Yukon,,True,2017-12,2017,12,105
Northwest Territories,Secondary or less,False,2017-12,2017,12,2
Northwest Territories,Post Secondary,False,2017-12,2017,12,0
Northwest Territories,Other Studies,False,2017-12,2017,12,0
Northwest Territories,,True,2017-12,2017,12,2
Nunavut,Secondary or less,False,2017-12,2017,12,0
Nunavut,Post Secondary,False,2017-12,2017,12,2
Nunavut,Other Studies,False,2017-12,2017,12,0
Nunavut,,True,2017-12,2017,12,2
Province/territory not stated Total,,False,2017-12,2017,12,25
Total,,True,2017-12,2017,12,40955
Newfoundland and Labrador,Secondary or less,False,2018-01,2018,1,15
Newfoundland and Labrador,Post Secondary,False,2018-01,2018,1,125
Newfoundland and Labrador,Other Studies,False,2018-01,2018,1,10
Newfoundland and Labrador,Education level not stated,False,2018-01,2018,1,0
Newfoundland and Labrador,,True,2018-01,2018,1,150
Prince Edward Island,Secondary or less,False,2018-01,2018,1,25
Prince Edward Island,Post Secondary,False,2018-01,2018,1,60
Prince Edward Island,Other Studies,False,2018-01,2018,1,15
Prince Edward Island,Education level not stated,False,2018-01,2018,1,0
Prince Edward Island,,True,2018-01,2018,1,95
Nova Scotia,Secondary or less,False,2018-01,2018,1,185
Nova Scotia,Post Secondary,False,2018-01,2018,1,365
Nova Scotia,Other Studies,False,2018-01,2018,1,80
Nova Scotia,Education level not stated,False,2018-01,2018,1,0
Nova Scotia,,True,2018-01,2018,1,625
New Brunswick,Secondary or less,False,2018-01,2018,1,65
New Brunswick,Post Secondary,False,2018-01,2018,1,140
New Brunswick,Other Studies,False,2018-01,2018,1,25
New Brunswick,Education level not stated,False,2018-01,2018,1,0
New Brunswick,,True,2018-01,2018,1,230
Quebec,Secondary or less,False,2018-01,2018,1,230
Quebec,Post Secondary,False,2018-01,2018,1,2750
Quebec,Other Studies,False,2018-01,2018,1,500
Quebec,Education level not stated,False,2018-01,2018,1,2
Quebec,,True,2018-01,2018,1,3480
Ontario,Secondary or less,False,2018-01,2018,1,2445
Ontario,Post Secondary,False,2018-01,2018,1,8155
Ontario,Other Studies,False,2018-01,2018,1,1690
Ontario,Education level not stated,False,2018-01,2018,1,10
Ontario,,True,2018-01,2018,1,12295
Manitoba,Secondary or less,False,2018-01,2018,1,85
Manitoba,Post Secondary,False,2018-01,2018,1,515
Manitoba,Other Studies,False,2018-01,2018,1,85
Manitoba,Education level not stated,False,2018-01,2018,1,0
Manitoba,,True,2018-01,2018,1,680
Saskatchewan,Secondary or less,False,2018-01,2018,1,85
Saskatchewan,Post Secondary,False,2018-01,2018,1,225
Saskatchewan,Other Studies,False,2018-01,2018,1,25
Saskatchewan,Education level not stated,False,2018-01,2018,1,0
Saskatchewan,,True,2018-01,2018,1,335
Alberta,Secondary or less,False,2018-01,2018,1,370
Alberta,Post Secondary,False,2018-01,2018,1,625
Alberta,Other Studies,False,2018-01,2018,1,100
Alberta,Education level not stated,False,2018-01,2018,1,2
Alberta,,True,2018-01,2018,1,1095
British Columbia,Secondary or less,False,2018-01,2018,1,1640
British Columbia,Post Secondary,False,2018-01,2018,1,2745
British Columbia,Other Studies,False,2018-01,2018,1,810
British Columbia,Education level not stated,False,2018-01,2018,1,5
British Columbia,,True,2018-01,2018,1,5205
Yukon,Secondary or less,False,2018-01,2018,1,0
Yukon,Post Secondary,False,2018-01,2018,1,10
Yukon,Other Studies,False,2018-01,2018,1,0
Yukon,Education level not stated,False,2018-01,2018,1,0
Yukon,,True,2018-01,2018,1,10
Northwest Territories,Secondary or less,False,2018-01,2018,1,2
Northwest Territories,Post Secondary,False,2018-01,2018,1,0
Northwest Territories,Other Studies,False,2018-01,2018,1,0
Northwest Territories,,True,2018-01,2018,1,2
Nunavut,Secondary or less,False,2018-01,2018,1,0
Nunavut,Post Secondary,False,2018-01,2018,1,0
Nunavut,Other Studies,False,2018-01,2018,1,0
Nunavut,,True,2018-01,2018,1,0
Province/territory not stated Total,,False,2018-01,2018,1,110
Total,,True,2018-01,2018,1,24325
Newfoundland and Labrador,Secondary or less,False,2018-02,2018,2,15
Newfoundland and Labrador,Post Secondary,False,2018-02,2018,2,70
Newfoundland and Labrador,Other Studies,False,2018-02,2018,2,2
Newfoundland and Labrador,Education level not stated,False,2018-02,2018,2,0
Newfoundland and Labrador,,True,2018-02,2018,2,90
Prince Edward Island,Secondary or less,False,2018-02,2018,2,20
Prince Edward Island,Post Secondary,False,2018-02,2018,2,25
Prince Edward Island,Other Studies,False,2018-02,2018,2,10
Prince Edward Island,Education level not stated,False,2018-02,2018,2,0
Prince Edward Island,,True,2018-02,2018,2,55
Nova Scotia,Secondary or less,False,2018-02,2018,2,55
Nova Scotia,Post Secondary,False,2018-02,2018,2,210
Nova Scotia,Other Studies,False,2018-02,2018,2,75
Nova Scotia,Education level not stated,False,2018-02,2018,2,2
Nova Scotia,,True,2018-02,2018,2,345
New Brunswick,Secondary or less,False,2018-02,2018,2,20
New Brunswick,Post Secondary,False,2018-02,2018,2,40
New Brunswick,Other Studies,False,2018-02,2018,2,10
